cik,sub_name,parent_name,first_seen,first_filing,time_out,batch_size,cross_cik,label,match_jaccard,wikidata_company,wikidata_acquirer
0000315189,agris corporation,deere & co,2004-12-21,1994-01-28,Between 2004-12-21 and 2005-12-20,25,0,0,0.0,,
0001527166,mountain capital clo v (delaware) corp,carlyle group lp,2012-03-15,2012-03-15,Between 2012-03-15 and 2013-03-14,460,0,0,0.0,,
0001040829,rhp operations gt llc,ryman hospitality properties inc,2013-02-27,1997-06-30,Between 2013-02-27 and 2014-02-28,21,0,0,0.0,,
0000093556,stanley works (thailand),stanley works,2004-03-16,1994-03-31,Between 2004-03-16 and 2005-03-07,28,0,0,0.0,,
0001323854,warner chilcott intermediate (luxembourg) sã rl,warner chilcott plc,2006-06-09,2006-06-09,Between 2006-06-09 and 2008-02-29,16,1,0,0.0,,
0000093410,iron horse insurance co,chevron corp,2007-02-28,1996-03-27,Between 2007-02-28 and 2008-02-28,14,0,0,0.0,,
0001613103,medtronic slovakia sro,medtronic plc,2015-06-23,2014-07-14,Between 2015-06-23 and 2016-06-28,470,1,0,0.0,,
0001377789,aviat umholi networks limited,aviat networks inc,2019-08-27,2006-11-24,Between 2019-08-27 and 2020-08-27,1,0,0,0.0,,
0000018172,keystone tube company,castle a m & co,2007-03-22,2005-03-16,Between 2007-03-22 and 2008-03-10,13,0,0,0.0,,
0000720005,gateway tax credit fund ltd,raymond james financial inc,2006-12-14,1996-12-23,Between 2006-12-14 and 2007-11-29,50,0,0,0.0,,
0001169264,syniverse technologies korea yuhan hoesa,syniverse holdings inc,2009-02-27,2005-02-08,Between 2009-02-27 and 2010-02-26,25,1,0,0.0,,
0000740260,g&e hc reit ii hardy oak mob llc,ventas inc,2024-02-15,1996-03-29,Between 2024-02-15 and 2025-02-13,240,1,0,0.0,,
0000070858,ml private finance llc,bank of america corp de,2009-02-27,1994-03-30,Between 2009-02-27 and 2010-02-26,1204,1,0,0.0,,
0001411494,apollo asia real estate advisors (apo dc) lp,apollo global management llc,2019-03-01,2011-03-21,Between 2019-03-01 and 2020-02-21,103,1,0,0.0,,
0000915912,pomorum insurance company ltd,avalonbay communities inc,2018-02-23,1997-03-28,Active as of 2018-02-23,2,0,0,0.0,,
0001047025,hermes europe railtel (switzerland) gmbh,hermes europe railtel b v,1999-03-31,1998-04-15,Between 1999-03-31 and 2000-01-10,7,1,0,0.0,,
0001137774,pafm investments (singapore) ltd,prudential financial inc,2001-11-14,2001-11-14,Between 2001-11-14 and 2002-08-14,378,0,0,0.0,,
0000074208,udr whitmore llc,udr inc,2016-02-23,2002-03-29,Between 2016-02-23 and 2017-02-21,39,1,0,0.0,,
0001038217,kirklevington apartments inc,tarragon realty investors inc,1999-04-15,1998-03-27,Between 1999-04-15 and 2000-03-30,88,0,0,0.0,,
0001644488,elepreneur llc,sharing services inc,2018-07-30,2018-07-30,Between 2018-07-30 and 2019-07-10,7,0,0,0.0,,
0001101239,telecitygroup scandinavia ab,equinix inc,2016-05-09,2001-03-27,Between 2016-05-09 and 2016-08-08,38,0,0,0.0,,
0001024305,the wella corporation,coty inc,2016-11-09,2013-05-14,Between 2016-11-09 and 2017-02-09,70,1,0,0.0,,
0001485176,fox chase bank,fox chase bancorp inc,2011-03-14,2011-03-14,Between 2011-03-14 and 2012-03-12,4,1,0,0.0,,
0001689437,western digital hong kong limited,wd media llc,2016-12-22,2016-12-22,Active as of 2016-12-22,143,1,0,0.0,,
0000030841,corporation,dynatech corp,1999-06-14,1994-06-17,Active as of 1999-06-14,16,1,0,0.0,,
0000064892,mentor ophthalmics inc,mentor corp mn,2003-06-27,2003-06-27,Between 2003-06-27 and 2004-06-14,40,0,0,0.0,,
0000886163,ligand uk group limited,ligand pharmaceuticals inc,2022-02-28,1997-03-31,Between 2022-02-28 and 2023-02-28,6,0,0,0.0,,
0000934610,medite timber acquisitions corporation,medite corp,1995-03-01,1995-03-01,Active as of 1995-03-01,3,1,0,0.0,,
0000880229,cadre technologies gmbh,bachman information systems inc ma,1996-09-30,1996-09-30,Between 1996-09-30 and 1997-03-31,21,0,0,0.0,,
0000080737,atlantic alabama multifamily trust,archstone smith operating trust,1999-03-16,1998-03-20,Between 1999-03-16 and 2000-03-07,26,1,0,0.0,,
0001307748,ia orchard hotels houston 9975 westheimer trs gp llc,inland american real estate trust inc,2008-01-22,2006-03-15,Between 2008-01-22 and 2008-03-31,135,0,0,0.0,,
0000091767,sonoco ltd uk cpd pack serv other a 100% owned foreign subsidiary,sonoco products co,2007-02-28,1994-03-30,Between 2007-02-28 and 2008-02-28,45,0,0,0.0,,
0000093751,state street global markets llc,state street corp,2003-02-21,1994-03-30,Between 2003-02-21 and 2006-02-21,2,0,0,0.0,,
0001332349,hcp hb2 pinecrest place llc,brookdale senior living inc,2013-02-20,2005-09-21,Between 2013-02-20 and 2014-03-03,84,1,0,0.0,,
0000776194,ero marketing inc,impact inc,1997-07-30,1997-07-30,Active as of 1997-07-30,10,1,0,0.0,,
0001006240,ltcp reynosa sa de cv,lucent technologies inc,1999-12-21,1996-03-22,Between 1999-12-21 and 2000-12-27,61,0,0,0.0,,
0000026780,shannon health properties inc,dana corp,2002-02-26,1994-03-14,Between 2002-02-26 and 2003-02-25,80,0,0,0.0,,
0000038984,industrial indemnity company of alaska,fremont general corp,1998-03-31,1996-04-01,Between 1998-03-31 and 1999-03-31,5,1,0,0.0,,
0001034563,psc metals south knoxville llc,icahn enterprises holdings lp,2016-02-29,2005-03-31,Between 2016-02-29 and 2017-03-01,81,1,0,0.0,,
0000050104,tesoro exploration and production company (b),andeavor,1998-03-30,1995-03-17,Between 1998-03-30 and 2000-03-29,6,0,0,0.0,,
0000949039,diamond offshore contract services sa,diamond offshore drilling inc,1996-05-23,1996-05-23,Between 1996-05-23 and 1997-03-03,75,0,0,0.0,,
0001066930,versapoint gmbh,versatel telecom international n v,2001-10-12,1999-06-22,Between 2001-10-12 and 2002-03-28,27,0,0,0.0,,
0001094093,western vista solar llc,progress energy inc,2021-02-25,2001-03-28,Between 2021-02-25 and 2022-02-24,18,1,0,0.0,,
0001297996,the sentinel needham primary condominium trust,digital realty trust inc,2012-02-28,2004-10-26,Between 2012-02-28 and 2013-02-28,48,1,0,0.0,,
0000722079,vii terra capital holdings inc,terra industries inc,1996-03-19,1994-03-03,Between 1996-03-19 and 1997-03-14,10,0,0,0.0,,
0000895421,morgan stanley properties corso venezia srl,morgan stanley dean witter & co,2002-02-14,1997-03-31,Between 2002-02-14 and 2003-02-19,138,0,0,0.0,,
0001633978,lumentum designs llc,lumentum holdings inc,2022-08-24,2015-06-24,Between 2022-08-24 and 2023-08-23,8,0,0,0.0,,
0001174527,ny license llc,citadel broadcasting corp,2008-02-29,2002-06-05,Between 2008-02-29 and 2009-03-31,72,1,0,0.0,,
0001981792,hl champion holding company llc,howard hughes holdings inc,2024-02-27,2024-02-27,Active as of 2024-02-27,306,1,0,0.0,,
0000802284,northwest arkansas rehabilitation associates,continental medical systems inc,2016-01-29,2016-01-29,Active as of 2016-01-29,257,1,0,0.0,,
0000785161,valley view surgery center lp,healthsouth corp,2007-03-01,1995-02-01,Between 2007-03-01 and 2008-02-26,30,0,0,0.0,,
0000794170,bennington hunt lp,toll brothers inc,2004-01-15,2002-01-10,Between 2004-01-15 and 2005-01-13,305,0,0,0.0,,
0000073076,greenway sports inc,northwestern mutual life insurance co,2000-03-28,2000-03-28,Between 2000-03-28 and 2001-03-30,80,1,0,0.0,,
0001105018,nymex europe exchange holdings limited,nymex holdings inc,2008-03-03,2000-04-14,Active as of 2008-03-03,5,1,0,0.0,,
0000892535,thornburg mortgage funding inc,thornburg mortgage inc,2008-02-28,2006-03-07,Active as of 2008-02-28,2,0,0,0.0,,
0001514226,dch limited,delta tucker holdings inc,2011-04-27,2011-04-27,Between 2011-04-27 and 2013-03-27,18,1,0,0.0,,
0000717423,p murphy semai iv ltd,murphy oil corp de,2012-02-28,1994-03-29,Between 2012-02-28 and 2013-02-28,22,0,0,0.0,,
0000884831,treister inc,rehabclinics inc,2001-06-26,2001-06-26,Between 2001-06-26 and 2003-10-17,279,1,0,0.0,,
0001393726,care isl bartlett propco llc,tiptree financial inc,2017-03-13,2008-03-31,Between 2017-03-13 and 2018-03-14,29,0,0,0.0,,
0000906469,platte river constructors ltd,washington group international inc,2002-07-10,1997-02-28,Between 2002-07-10 and 2003-03-17,165,1,0,0.0,,
0001386716,star kappa llc,star bulk carriers corp,2013-05-02,2007-03-14,Between 2013-05-02 and 2024-01-19,20,0,0,0.0,,
0000908612,sc q panel srl,amfm operating inc,2011-06-24,1996-06-21,Active as of 2011-06-24,44,1,0,0.0,,
0000009092,badger meter czech republic,badger meter inc,2000-03-29,1996-03-27,Between 2000-03-29 and 2003-03-21,1,0,0,0.0,,
0001403528,ohil (sweden) ab,oaktree capital group llc,2014-02-28,2011-08-01,Between 2014-02-28 and 2015-02-27,49,0,0,0.0,,
0000934852,c university bookshop (canterbury) limited,us office products co,1999-07-22,1996-07-16,Active as of 1999-07-22,8,0,0,0.0,,
0001722684,dolce internationalcrotonville inc,wyndham hotels & resorts inc,2018-04-19,2018-04-19,Between 2018-04-19 and 2019-02-14,122,0,0,0.0,,
0000750556,cdc carver v llc,suntrust banks inc,2012-02-24,1995-02-22,Between 2012-02-24 and 2015-02-24,53,0,0,0.0,,
0000070858,btv llc,bank of america corp de,2008-02-28,1994-03-30,Between 2008-02-28 and 2009-02-27,245,0,0,0.0,,
0001326583,onhealth network company,webmd health corp,2005-09-14,2005-09-14,Between 2005-09-14 and 2006-03-16,25,1,0,0.0,,
0001055564,sundog printing limited,workflow management inc,1999-07-20,1998-05-04,Between 1999-07-20 and 2000-07-28,15,0,0,0.0,,
0001005731,idt ventures inc,idt corp,2001-10-29,2000-10-31,Between 2001-10-29 and 2002-10-29,39,0,0,0.0,,
0001277856,cardtronics creative (holdings) uk limited,cardtronics inc,2013-02-21,2004-03-10,Between 2013-02-21 and 2014-02-18,2,0,0,0.0,,
0000899689,vno tru rolling meadows drive llc,vornado realty trust,2007-02-27,1995-03-23,Between 2007-02-27 and 2008-02-26,125,1,0,0.0,,
0001377013,navisite inc,time warner cable inc,2012-02-17,2006-12-07,Between 2012-02-17 and 2013-02-15,1,1,0,0.0,,
0001010958,sonoma national inc,crescent real estate equities ltd partnership,2007-03-28,1997-12-15,Active as of 2007-03-28,206,1,0,0.0,,
0000831001,citibank colombia (nassau) limited,citigroup inc,1999-03-08,1994-03-31,Between 2000-03-10 and 2000-06-30,895,0,0,0.0,,
0001109116,z spanish media licensing company llc,entravision communications corp,2000-07-10,2000-07-10,Between 2000-07-10 and 2000-07-26,81,0,0,0.0,,
0001467623,dropbox holding llc,dropbox inc,2017-10-11,2017-10-11,Between 2017-10-11 and 2020-02-21,17,0,0,0.0,,
0000098222,tidewater marine (uk),tidewater inc,1996-01-16,1996-01-16,Between 1996-01-16 and 1997-05-01,75,0,0,0.0,,
0000888491,ohi asset (ky) beattyville llc,omega healthcare investors inc,2017-02-24,1997-02-04,Between 2017-02-24 and 2018-02-23,82,1,0,0.0,,
0001103025,trx data services inc,trx incga,2009-02-23,2000-02-18,Active as of 2009-02-23,8,1,0,0.0,,
0001067092,bo leasing iii ulc,bank one corp,2003-03-05,1999-03-29,Between 2003-03-05 and 2004-02-18,88,1,0,0.0,,
0001002047,network appliance sl,network appliance inc,2000-07-12,1997-07-23,Between 2000-07-12 and 2001-07-26,5,0,0,0.0,,
0001001430,thaxton insurance group inc (sc) southern financial management inc (sc),thaxton group inc,2000-04-14,1997-03-31,Between 2000-04-14 and 2000-11-02,22,0,0,0.0,,
0000020520,frontier communications of rochester inc,citizens utilities co,2002-03-12,1994-03-16,Between 2002-03-12 and 2006-03-01,54,1,0,0.0,,
0001134765,xelr8 inc,true drinks holdings inc,2006-03-31,2004-03-30,Between 2006-03-31 and 2007-03-30,1,0,0,0.0,,
0000922864,sa apartments ltd,apartment investment & management co,1998-03-24,1997-03-31,Between 1998-03-24 and 1999-03-31,831,1,0,0.0,,
0000008192,exelon west medway ii llc,atlantic city electric co,2017-02-13,1997-03-14,Between 2017-02-13 and 2018-02-09,331,1,0,0.0,,
0001981792,hl hotel holding company llc,howard hughes holdings inc,2024-02-27,2024-02-27,Active as of 2024-02-27,306,1,0,0.0,,
0000041077,pacific italia srl 100 3 italy,georgia pacific corp,1995-03-17,1994-03-24,Between 1995-03-17 and 1996-03-15,27,0,0,0.0,,
0001509589,crestone peak resources watkins midstream llc,civitas resources inc,2022-03-09,2011-06-07,Between 2022-03-09 and 2023-02-22,26,0,0,0.0,,
0000932130,nabisco (jamaica) june 16 1998 jamaica,nabisco holdings corp,1999-03-22,1997-03-10,Between 1999-03-22 and 2000-03-22,121,1,0,0.0,,
0000883701,finova public finance inc,finova group inc,1998-03-19,1994-03-10,Between 1998-03-19 and 1999-03-02,11,1,0,0.0,,
0001062379,bard rao & athanas consulting engineers llc,keyspan corp,2004-03-11,2000-03-10,Between 2004-03-11 and 2005-03-02,15,0,0,0.0,,
0000871763,anyhelp brasil assessoria e servicos em sistemas de informacao ltda,manpowergroup inc,2017-02-21,1997-03-31,Between 2017-02-21 and 2018-02-23,40,0,0,0.0,,
0000817720,synaptics holding gmbh,synaptics inc,2004-09-08,2001-08-17,Between 2004-09-08 and 2007-09-06,2,0,0,0.0,,
0000899866,alexion holding bv,alexion pharmaceuticals inc,2007-02-23,2001-10-29,Between 2007-02-23 and 2008-02-29,6,0,0,0.0,,
0000357294,k hovnanian at fifth avenue llc,hovnanian enterprises inc,2007-01-16,2000-01-13,Between 2007-01-16 and 2007-12-26,74,1,0,0.0,,
0000089800,becker acroma as,sherwin williams co,2011-02-23,1997-03-12,Between 2011-02-23 and 2012-02-23,40,0,0,0.0,,
0000033073,viskase (china) (china),envirodyne industries inc,1998-03-25,1995-03-23,Between 1998-03-25 and 2000-09-25,2,0,0,0.0,,
0001017147,connecticut novacare ventures inc,intensiva healthcare corp,2001-06-26,1996-07-25,Between 2001-06-26 and 2003-10-17,278,1,0,0.0,,
0001324424,trivago gmbh,expedia inc,2017-02-10,2005-06-13,Between 2017-02-10 and 2018-02-09,4,0,0,0.0,,
0000029989,italiabbdo spa,omnicom group inc,1994-03-30,1994-03-30,Between 1994-03-30 and 1996-03-27,428,0,0,0.0,,
0001076405,anahuac srl,pepsi bottling group inc,2003-03-28,1999-03-24,Between 2003-03-28 and 2004-03-11,88,0,0,0.0,,
0000350403,phi saudi personnel inc,petroleum helicopters inc,2013-03-15,1997-07-28,Between 2013-03-15 and 2015-02-27,2,0,0,0.0,,
0000080473,pet technologies limited,product design & engineering inc,2002-04-05,2002-04-05,Between 2002-04-05 and 2003-02-14,130,1,0,0.0,,
0001001288,kofax netherlands bv,lexmark international inc ky,2016-02-29,1997-03-26,Active as of 2016-02-29,77,1,0,0.0,,
0001037540,92 hayden avenue trust,boston properties inc,2003-02-27,1997-06-13,Between 2003-02-27 and 2005-03-15,132,1,0,0.0,,
0001193558,first states properties no 83 llc,american financial realty trust,2003-04-11,2003-04-11,Between 2003-04-11 and 2003-05-09,204,0,0,0.0,,
0000794172,meridian bioscience sa,meridian diagnostics inc,2011-11-29,1997-12-29,Between 2011-11-29 and 2012-11-29,1,0,0,0.0,,
0000831001,secundus nominees (jersey) channel is,citigroup inc,2002-03-12,1994-03-31,Between 2002-03-12 and 2003-03-03,368,0,0,0.0,,
0000350698,robert a moor jr disposal,republic industries inc,1998-03-27,1995-10-10,Between 1998-03-27 and 1999-03-31,443,1,0,0.0,,
0001678531,womens health and wellness of jupiter medical specialists llc,envision healthcare corp,2017-03-01,2017-03-01,Between 2017-03-01 and 2018-03-01,759,1,0,0.0,,
0001078276,mih finance sa,mih ltd,2000-04-17,1999-04-01,Active as of 2000-04-17,37,0,0,0.0,,
0001632790,consumer batteries company (eastern europe) llc,energizer holdings inc,2019-11-19,2015-05-27,Between 2019-11-19 and 2020-11-17,50,0,0,0.0,,
0001527166,asp 2021 agg gp llc,carlyle group lp,2022-02-10,2012-03-15,Between 2022-02-10 and 2023-02-09,97,0,0,0.0,,
0000922863,pickering way funding corp,mtl inc,1998-11-03,1998-11-03,Between 1998-11-03 and 1998-12-17,21,1,0,0.0,,
0000769520,houno holdings llc,middleby corp,2008-02-27,2003-03-28,Between 2008-02-27 and 2008-09-09,7,0,0,0.0,,
0000910109,select specialty hospital longview inc,pacific rehabilitation & sports medicine inc,2013-08-14,1996-06-13,Between 2013-08-14 and 2014-05-30,238,1,0,0.0,,
0001466258,ingersoll rand klimasysteme deutschland gmbh,trane technologies plc,2012-02-21,2010-02-26,Between 2012-02-21 and 2013-02-14,363,0,0,0.0,,
0001001288,lexmark international (korea) inckorea,lexmark international inc ky,2005-03-09,1997-03-26,Between 2005-03-09 and 2006-03-08,12,0,0,0.0,,
0001047122,raytheon korean support company,raytheon co,1999-03-30,1997-10-06,Between 1999-03-30 and 2000-01-21,225,0,0,0.0,,
0000107263,wfs ocs gathering co,williams companies inc,1997-03-26,1994-03-29,Between 1997-03-26 and 1998-03-30,47,0,0,0.0,,
0001409775,guaranty plus properties inc,bbva compass bancshares inc,2013-11-22,2013-11-22,Between 2013-11-22 and 2014-03-28,61,0,0,0.0,,
0000070858,statewide administrative services inc,bank of america corp de,1999-03-22,1994-03-30,Between 1999-03-22 and 2000-03-20,1011,0,0,0.0,,
0000712964,sealright manufacturing west inc,sealright company inc,1997-03-24,1996-03-29,Active as of 1997-03-24,6,0,0,0.0,,
0000877910,synon france sarl,synon corp,1997-05-28,1997-05-28,Active as of 1997-05-28,10,0,0,0.0,,
0001137774,gateway sub cde iii llc,prudential financial inc,2009-02-27,2001-11-14,Between 2009-02-27 and 2010-02-26,41,0,0,0.0,,
0001828852,avia travel and tours inc,mondee holdings inc,2023-04-11,2022-03-21,Between 2023-04-11 and 2024-03-29,22,0,0,0.0,,
0001078207,nautilus switzerland sa,direct focus inc,2006-03-16,1999-03-03,Between 2006-03-16 and 2007-03-16,10,0,0,0.0,,
0000080737,asn bear hill llc,archstone smith operating trust,2008-04-01,1998-03-20,Active as of 2008-04-01,329,0,0,0.0,,
0001130481,tree,joshua tree construction inc,2001-01-31,2001-01-31,Active as of 2001-01-31,2,0,0,0.0,,
0000015615,mastec fc inc,mastec inc,2005-03-31,1997-03-26,Between 2005-03-31 and 2005-11-18,51,0,0,0.0,,
0000915140,ppg venture i lp,cbl & associates limited partnership,2014-03-03,2014-03-03,Between 2014-03-03 and 2015-03-02,464,1,0,0.0,,
0001662972,bcore sp mf edge venture llc and 1 subsidiary,blackstone real estate income trust inc,2021-03-17,2016-08-10,Between 2021-03-17 and 2021-08-26,47,0,0,0.0,,
0000310158,schering plough veterinary operations inc,merck & co inc,1998-03-19,1995-03-03,Between 1998-03-19 and 1999-02-25,75,0,0,0.0,,
0001366826,piedmont mining company inc netcolony llc,piedmont mining company inc,2006-06-27,2006-06-27,Active as of 2006-06-27,1,0,0,0.0,,
0001084408,veritas software operations corporation,veritas software corp de,1999-04-19,1999-04-19,Between 1999-04-19 and 2000-03-30,20,0,0,0.0,,
0000913142,globalblue networks inc,belden cdt inc,2015-02-23,1996-10-29,Between 2015-02-23 and 2016-02-25,33,0,0,0.0,,
0001102297,paging network canadian holdings inc,vast solutions inc,2000-01-11,2000-01-11,Active as of 2000-01-11,19,1,0,0.0,,
0001089748,hf ii australia holdings company llc,huntsman international llc,2006-04-04,1999-08-13,Between 2006-04-04 and 2007-03-01,177,1,0,0.0,,
0000100858,peas praha as,union light heat & power co,2001-02-27,2000-03-03,Between 2001-02-27 and 2002-02-28,90,1,0,0.0,,
0000885721,ahg of new york inc,express scripts inc,2012-11-19,1998-03-27,Active as of 2012-11-19,84,1,0,0.0,,
0001413329,smci holding inc,philip morris international inc,2023-02-10,2008-02-07,Active as of 2023-02-10,52,0,0,0.0,,
0000023236,helton inc,latshaw enterprises inc ks,1996-01-23,1996-01-23,Active as of 1996-01-23,4,0,0,0.0,,
0001873923,orion office systems llc,orion office reit inc,2022-03-24,2021-10-04,Active as of 2022-03-24,63,0,0,0.0,,
0001037976,jones lang lasalle services wwl,jones lang lasalle inc,2016-02-25,1997-07-11,Between 2016-02-25 and 2017-02-23,73,0,0,0.0,,
0000874761,aes armenia mountain holdings llc,aes corporation,2010-02-26,1997-03-31,Between 2010-02-26 and 2011-02-28,49,0,0,0.0,,
0000059498,cellular telephone company,lin broadcasting corp,1994-03-31,1994-03-31,Active as of 1994-03-31,27,0,0,0.0,,
0001401708,nanostring technologies europe ltd,nanostring technologies inc,2012-11-05,2012-11-05,Between 2012-11-05 and 2013-05-20,2,0,0,0.0,,
0001011006,intonow inc,yahoo inc,2012-02-29,1997-03-31,Between 2012-02-29 and 2013-03-01,16,0,0,0.0,,
0001166691,northwest illinois cable corporation,comcast corp,2003-03-20,2003-03-20,Between 2003-03-20 and 2004-03-12,1101,1,0,0.0,,
0000109177,zapata protein international limited,harbinger group inc,1996-06-25,1994-12-29,Between 1996-06-25 and 1996-12-30,8,0,0,0.0,,
0000709519,isopia limited,sun microsystems inc,2003-09-29,1998-09-25,Between 2003-09-29 and 2004-09-13,119,0,0,0.0,,
0000037996,flh holding inc,ford motor co,2003-03-14,1994-03-21,Between 2003-03-14 and 2004-03-12,12,0,0,0.0,,
0000031791,eg&g missouri metal shaping company,eg&g inc,1997-03-27,1994-04-01,Between 1997-03-27 and 1998-03-24,26,0,0,0.0,,
0001012887,bcgii foreign sales corp,boston communications group inc,1999-03-31,1997-03-31,Between 1999-03-31 and 2000-03-30,1,0,0,0.0,,
0001498547,arcp hl burlington ia llc,cim real estate finance trust inc,2016-03-30,2011-08-30,Between 2016-03-30 and 2017-03-28,690,0,0,0.0,,
0000108772,precision copier service inc,xerox corp,2019-02-25,1996-03-28,Between 2019-02-25 and 2020-02-28,6,1,0,0.0,,
0000089800,inver polska spã³â³ka z oo,sherwin williams co,2019-02-22,1997-03-12,Between 2019-02-22 and 2020-02-21,32,0,0,0.0,,
0000886206,franklin covey product sales inc,franklin covey co,2001-11-29,2001-11-29,Between 2001-11-29 and 2002-11-27,26,0,0,0.0,,
0001669600,vitalizecom llc (fka bodybuildingcom llc),liberty expedia holdings inc,2017-03-01,2016-09-23,Between 2017-03-01 and 2018-02-14,6,0,0,0.0,,
0000356028,computer associates uruguay sa,ca inc,2008-05-23,1994-05-27,Between 2008-05-23 and 2009-05-15,35,0,0,0.0,,
0001116255,first colonial securities group inc,colonial direct financial group inc,2000-06-09,2000-06-09,Active as of 2000-06-09,8,1,0,0.0,,
0001364250,douglas emmett realty fund a california partnership,douglas emmett inc,2009-02-25,2006-10-03,Between 2009-02-25 and 2010-02-26,16,0,0,0.0,,
0001089203,international automotive components group llc,lear operations corp,2006-12-08,2006-12-08,Between 2006-12-08 and 2014-03-14,138,1,0,0.0,,
0001687229,ih6 property borrower lp,invitation homes inc,2017-03-30,2016-12-23,Between 2017-03-30 and 2017-09-20,166,0,0,0.0,,
0001236736,state street associates inc,genesis healthcare corp,2004-02-04,2003-10-10,Between 2004-02-04 and 2004-04-05,65,1,0,0.0,,
0000740260,lhp b trust lp,ventas inc,2011-02-18,1996-03-29,Between 2011-02-18 and 2012-02-22,72,0,0,0.0,,
0001188303,mission minnesota wind ii llc,texas genco holdings inc,2014-09-10,2002-09-13,Between 2014-09-10 and 2014-12-11,374,1,0,0.0,,
0000092230,five star agents inc purchasing group,southern national corp nc,2013-03-01,1994-03-31,Between 2013-03-01 and 2014-02-26,25,0,0,0.0,,
0001490983,campus crest las cruces manager llc,campus crest communities inc,2010-09-20,2010-09-20,Between 2010-09-20 and 2011-03-11,65,0,0,0.0,,
0001166691,knox cable tv inc,comcast corp,2003-03-20,2003-03-20,Between 2003-03-20 and 2004-03-12,1101,1,0,0.0,,
0000926660,jvl partnership,aimco properties lp,1998-06-22,1998-06-22,Between 1998-06-22 and 1998-09-04,736,1,0,0.0,,
0000029924,bergstresser insurance inc,dow jones & co inc,2007-03-01,1994-03-22,Active as of 2007-03-01,18,1,0,0.0,,
0001088283,wsi waitsfield transfer station inc,wsi medical waste systems inc,1999-06-23,1999-06-23,Between 1999-06-23 and 1999-07-13,25,1,0,0.0,,
0000866374,flextronics global procurement ltd,flextronics international ltd,2001-06-29,1996-06-28,Between 2001-06-29 and 2002-05-03,167,0,0,0.0,,
0001332349,blc pinecastle llc,brookdale senior living inc,2005-09-21,2005-09-21,Between 2005-09-21 and 2005-10-12,264,0,0,0.0,,
0001334978,clear channel uk three ltd,clear channel outdoor holdings inc,2011-02-14,2005-10-14,Between 2011-02-14 and 2012-02-21,12,1,0,0.0,,
0000887936,fti consulting technology llc [fka fti technology llc ][fka fti repository services llc ],fti consulting inc,2023-02-23,1999-03-31,Between 2023-02-23 and 2024-02-22,40,0,0,0.0,,
0001071255,golden pts pub cheyenne nellis 5 llc,golden entertainment inc,2016-03-14,1999-03-26,Between 2016-03-14 and 2017-03-16,105,0,0,0.0,,
0000092487,aep indiana michigan transmission company inc,southwestern electric power co,2020-02-20,1995-03-22,Active as of 2020-02-20,7,1,0,0.0,,
0001082114,liberty ireland holdings llc,liberty media corp de,2004-03-15,1999-09-03,Between 2004-03-15 and 2005-03-15,149,0,0,0.0,,
0001707925,praxair (beijing) industrial gases co ltd,linde plc,2019-03-18,2017-08-07,Between 2019-03-18 and 2020-03-02,675,1,0,0.0,,
0001067063,mack cali airport realty associates lp,mack cali realty l p,2002-03-07,2000-03-16,Between 2002-03-07 and 2003-03-07,17,1,0,0.0,,
0000054480,berger distributors inc,kansas city southern industries inc,1999-03-24,1994-03-22,Between 1999-03-24 and 2000-04-14,11,0,0,0.0,,
0001137789,seagate technology llc,seagate technology plc,2002-05-16,2001-04-20,Between 2002-05-16 and 2002-09-27,44,1,0,0.0,,
0000923687,security capital real estate research group incorporated,security capital group inc,1997-07-03,1997-07-03,Between 1997-07-03 and 1998-08-13,103,0,0,0.0,,
0000816761,teradata egypt holdings llc,teradata corp de,2007-08-21,2007-08-21,Between 2007-08-21 and 2008-03-03,64,0,0,0.0,,
0000276310,harrahs shreveport management company llc,caesars new jersey inc,2008-10-29,2008-10-29,Active as of 2008-10-29,306,1,0,0.0,,
0001366367,yadkin valley statutory trust i,yadkin valley financial corp,2008-03-31,2007-03-16,Between 2008-03-31 and 2011-03-10,2,0,0,0.0,,
0000082523,recognition mexico holding inc,recognition international inc,1995-01-27,1995-01-27,Active as of 1995-01-27,15,1,0,0.0,,
0000856288,alpine resource group inc,helian health group inc,2015-09-17,2014-12-15,Active as of 2015-09-17,159,1,0,0.0,,
0000020290,duke energy luxembourg ii sa rl,cincinnati gas & electric co,2015-03-02,1998-03-27,Between 2015-03-02 and 2016-02-25,31,1,0,0.0,,
0000043920,greif sweden ab,greif brothers corp,2004-01-22,1995-01-18,Between 2004-01-22 and 2005-01-11,69,0,0,0.0,,
0001041954,itcdeltacom communications inc,itc deltacom inc,2000-03-30,1997-07-16,Between 2000-03-30 and 2001-04-02,1,0,0,0.0,,
0000895421,dean witter reynolds inc,morgan stanley dean witter & co,1997-03-31,1997-03-31,Between 1997-03-31 and 1998-02-20,122,0,0,0.0,,
0000314661,meditrust of arlington texas inc,meditrust corp,1998-03-30,1998-03-30,Between 1998-03-30 and 1999-03-31,54,1,0,0.0,,
0001937441,ambipar response sa,ambipar emergency response,2022-12-14,2022-12-14,Between 2022-12-14 and 2023-08-07,67,0,0,0.0,,
0000837465,tg usa kirkland llc,callaway golf co ca,2022-03-01,1997-03-31,Between 2022-03-01 and 2023-03-01,171,0,0,0.0,,
0000064923,the castner knott dry goods company,mercantile stores co inc,1994-04-26,1994-04-26,Between 1994-04-26 and 1996-04-29,40,0,0,0.0,,
